full_title,url_stub,issn,product_id,change_history
Cell Calcium,cell-calcium,1434160,12711,
Cell Chemical Biology ,cell-chemical-biology,24519456,2215,Formerly known as Chemistry & Biology
Cell Host & Microbe,cell-host-and-microbe,19313128,7703,
Cell Metabolism,cell-metabolism,15504131,13368,
Cell Regeneration,cell-regeneration,20459769,18386,
Cell Reports,cell-reports,22111247,14108,
Cell Stem Cell,cell-stem-cell,19345909,7704,
The Cell Surface,the-cell-surface,24682330,18393,
Cell Systems,cell-systems,24054712,18800,
Cellular Immunology,cellular-immunology,88749,12020,
Cellular and Molecular Gastroenterology and Hepatology,cellular-and-molecular-gastroenterology-and-hepatology,2352345X,18792,
Cellular Signalling,cellular-signalling,8986568,7520,
Cement and Concrete Composites,cement-and-concrete-composites,9589465,2012,Formerly known as International Journal of Cement Composites and Lightweight Concrete
Cement and Concrete Research,cement-and-concrete-research,88846,352,Incorporating Advanced Cement Based Materials
Central Bank Review,central-bank-review,13030701,18264,
Ceramics International,ceramics-international,2728842,2013,Formerly known as Ceramurgia International
"Chaos, Solitons & Fractals",chaos-solitons-and-fractals,9600779,967,
"Chaos, Solitons & Fractals: X",chaos-solitons-and-fractals-x,25900544,18449,
Chem,chem,24519294,18875,
Chemical Data Collections,chemical-data-collections,24058300,18226,
Chemical Engineering Journal,chemical-engineering-journal,13858947,6002,Formerly part of The Chemical Engineering Journal and the Biochemical Engineering Journal
Chemical Engineering and Processing - Process Intensification,chemical-engineering-and-processing-process-intensification,2552701,6001,
Chemical Engineering Research and Design,chemical-engineering-research-and-design,2638762,8635,
Chemical Engineering Science,chemical-engineering-science,92509,215,
Chemical Engineering Science: X,chemical-engineering-science-x,25901400,18454,
Chemical Geology,chemical-geology,92541,5324,Incorporating Chemical Geology: Isotope Geoscience section
Chemical Physics,chemical-physics,3010104,5144,
Chemical Physics Letters,chemical-physics-letters,92614,5145,
Chemical Physics Letters: X,chemical-physics-letters-x,25901419,18457,
Chemico-Biological Interactions,chemico-biological-interactions,92797,8007,
Chemistry and Physics of Lipids,chemistry-and-physics-of-lipids,93084,8008,
Chemometrics and Intelligent Laboratory Systems,chemometrics-and-intelligent-laboratory-systems,1697439,5146,Incorporating Laboratory Automation & Information Management
Chemosphere,chemosphere,456535,362,Incorporating Chemosphere - Global Change Science
Chest,chest,123692,18838,Formerly known as Diseases of the Chest
Child Abuse & Neglect,child-abuse-and-neglect,1452134,586,
Child and Adolescent Psychiatric Clinics of North America,child-and-adolescent-psychiatric-clinics-of-north-america,10564993,13292,
Children and Youth Services Review,children-and-youth-services-review,1907409,556,
China Economic Review,china-economic-review,1043951X,7403,
China Geology,china-geology,20965192,30011,
China Journal of Accounting Research,china-journal-of-accounting-research,17553091,8769,
Chinese Astronomy and Astrophysics,chinese-astronomy-and-astrophysics,2751062,585,Formerly known as Chinese Astronomy
Chinese Chemical Letters,chinese-chemical-letters,10018417,997,
Chinese Herbal Medicines,chinese-herbal-medicines,16746384,10129,
Chinese Journal of Aeronautics,chinese-journal-of-aeronautics,10009361,8595,
Chinese Journal of Analytical Chemistry,chinese-journal-of-analytical-chemistry,18722040,8572,
Chinese Journal of Catalysis,chinese-journal-of-catalysis,18722067,8575,
Chinese Journal of Chemical Engineering,chinese-journal-of-chemical-engineering,10049541,8553,
Chinese Journal of Natural Medicines,chinese-journal-of-natural-medicines,18755364,8667,
Chinese Journal of Physics,chinese-journal-of-physics,5779073,18334,
Chinese Journal of Traumatology,chinese-journal-of-traumatology,10081275,8646,
Chinese Medical Sciences Journal,chinese-medical-sciences-journal,10019294,8670,
Chronic Diseases and Translational Medicine,chronic-diseases-and-translational-medicine,2095882X,18178,
CIRP Annals,cirp-annals,78506,4092,
CIRP Journal of Manufacturing Science and Technology,cirp-journal-of-manufacturing-science-and-technology,17555817,4113,
Cirugía Cardiovascular,cirugia-cardiovascular,11340096,15997,
Cirugía Española,cirugia-espanola,0009739X,15745,
Cities,cities,2642751,3008,
"City, Culture and Society",city-culture-and-society,18779166,5635,
City and Environment Interactions,city-and-environment-interactions,25902520,30105,
CJC Open,cjc-open,2589790X,18930,
Climate Risk Management,climate-risk-management,22120963,10127,
Climate Services,climate-services,24058807,18217,
Clinica Chimica Acta,clinica-chimica-acta,98981,5097,
Clínica e Investigación en Arteriosclerosis,clinica-e-investigacion-en-arteriosclerosis,2149168,15756,
Clínica e Investigación en Ginecología y Obstetricia,clinica-e-investigacion-en-ginecologia-y-obstetricia,0210573X,15748,
Clinical Biochemistry,clinical-biochemistry,99120,7519,
Clinical Biomechanics,clinical-biomechanics,2680033,3009,
Clinical Breast Cancer,clinical-breast-cancer,15268209,14051,
Clinical Colorectal Cancer,clinical-colorectal-cancer,15330028,14055,
Clinical eHealth,clinical-ehealth,25889141,18414,
Clinical Epidemiology and Global Health,clinical-epidemiology-and-global-health,22133984,10150,
Clinical Gastroenterology and Hepatology,clinical-gastroenterology-and-hepatology,15423565,13344,
Clinical Genitourinary Cancer,clinical-genitourinary-cancer,15587673,14053,Formerly known as Clinical Prostate Cancer
Clinical Imaging,clinical-imaging,8997071,7696,Formerly known as Journal of Computed Tomography
Clinical Immunology,clinical-immunology,15216616,12021,Formerly known as Clinical Immunology and Immunopathology
Clinical Lung Cancer,clinical-lung-cancer,15257304,14056,
Clinical Lymphoma Myeloma and Leukemia,clinical-lymphoma-myeloma-and-leukemia,21522650,14054,Formerly known as Clinical Lymphoma and Myeloma
Clinical Mass Spectrometry,clinical-mass-spectrometry,23769998,18357,
Clinical Microbiology and Infection,clinical-microbiology-and-infection,1198743X,18105,
Clinical Microbiology Newsletter,clinical-microbiology-newsletter,1964399,7624,
Clinical Neurology and Neurosurgery,clinical-neurology-and-neurosurgery,3038467,5024,
Clinical Neurophysiology,clinical-neurophysiology,13882457,8065,Formerly known as Electroencephalography and Clinical Neurophysiology; Incorporating Electroencephalography and Clinical Neurophysiology/Electromyography and Motor Control and Electroencephalography and Clinical Neurophysiology/Evoked Potentials Section
Clinical Neurophysiology Practice,clinical-neurophysiology-practice,2467981X,18350,
Clinical Nutrition,clinical-nutrition,2615614,12713,Incorporating Clinical Nutrition Supplements
Clinical Nutrition ESPEN,clinical-nutrition-espen,24054577,4097,Formerly known as e-SPEN Journal
Clinical Nutrition Experimental,clinical-nutrition-experimental,23529393,18133,
Clinical Oncology,clinical-oncology,9366555,12914,
Clinical Parkinsonism & Related Disorders,clinical-parkinsonism-and-related-disorders,25901125,30099,
Clinical Pediatric Emergency Medicine,clinical-pediatric-emergency-medicine,15228401,13248,
Clinical Plasma Medicine,clinical-plasma-medicine,22128166,10503,
Clinical Psychology Review,clinical-psychology-review,2727358,652,
Clinical Radiology,clinical-radiology,99260,12821,Formerly known as Journal of the Faculty of Radiologists
Clinical Simulation in Nursing,clinical-simulation-in-nursing,18761399,13438,
Clinical Therapeutics,clinical-therapeutics,1492918,7567,
Clinical and Translational Radiation Oncology,clinical-and-translational-radiation-oncology,24056308,8190,
Clinics in Chest Medicine,clinics-in-chest-medicine,2725231,13293,
Clinics in Dermatology,clinics-in-dermatology,0738081X,7623,
Clinics in Geriatric Medicine,clinics-in-geriatric-medicine,7490690,13298,
Clinics in Laboratory Medicine,clinics-in-laboratory-medicine,2722712,13230,
Clinics in Liver Disease,clinics-in-liver-disease,10893261,13231,
Clinics in Perinatology,clinics-in-perinatology,955108,13258,
Clinics in Plastic Surgery,clinics-in-plastic-surgery,941298,13105,
Clinics in Podiatric Medicine and Surgery,clinics-in-podiatric-medicine-and-surgery,8918422,13036,
Clinics and Research in Hepatology and Gastroenterology,clinics-and-research-in-hepatology-and-gastroenterology,22107401,15350,Formerly known as Gastroentérologie Clinique et Biologique
Clinics in Sports Medicine,clinics-in-sports-medicine,2785919,13113,
Coastal Engineering,coastal-engineering,3783839,5325,
Cognition,cognition,100277,5257,
Cognitive and Behavioral Practice,cognitive-and-behavioral-practice,10777229,4242,
Cognitive Development,cognitive-development,8852014,7450,
Cognitive Psychology,cognitive-psychology,100285,12022,
Cognitive Systems Research,cognitive-systems-research,13890417,9913,Incorporating Biologically Inspired Cognitive Architectures
Cold Regions Science and Technology,cold-regions-science-and-technology,0165232X,5326,
Collegian,collegian,13227696,4295,
Colloid and Interface Science Communications,colloid-and-interface-science-communications,22150382,17069,
Colloids and Surfaces A: Physicochemical and Engineering Aspects,colloids-and-surfaces-a-physicochemical-and-engineering-aspects,9277757,5149,Formerly part of Colloids and Surfaces
Colloids and Surfaces B: Biointerfaces,colloids-and-surfaces-b-biointerfaces,9277765,5150,Formerly part of Colloids and Surfaces
Combustion and Flame,combustion-and-flame,102180,7630,
Communications in Nonlinear Science and Numerical Simulation,communications-in-nonlinear-science-and-numerical-simulation,10075704,5471,
Communist and Post-Communist Studies,communist-and-post-communist-studies,0967067X,3010,Formerly known as Studies in Comparative Communism
Comparative Biochemistry and Physiology Part A: Molecular & Integrative Physiology,comparative-biochemistry-and-physiology-part-a-molecular-and-integrative-physiology,10956433,7515,Formerly known as Comparative Biochemistry and Physiology Part A: Physiology
Comparative Biochemistry and Physiology Part B: Biochemistry and Molecular Biology,comparative-biochemistry-and-physiology-part-b-biochemistry-and-molecular-biology,10964959,7516,Formerly known as Comparative Biochemistry and Physiology Part B: Comparative Biochemistry
Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology,comparative-biochemistry-and-physiology-part-c-toxicology-and-pharmacology,15320456,7517,"Formerly known as Comparative Biochemistry and Physiology Part C: Pharmacology, Toxicology and Endocrinology"
Comparative Biochemistry and Physiology Part D: Genomics and Proteomics,comparative-biochemistry-and-physiology-part-d-genomics-and-proteomics,1744117X,7801,
"Comparative Immunology, Microbiology and Infectious Diseases",comparative-immunology-microbiology-and-infectious-diseases,1479571,496,
Complementary Therapies in Clinical Practice,complementary-therapies-in-clinical-practice,17443881,12742,Formerly known as Complementary Therapies in Nursing and Midwifery
Complementary Therapies in Medicine,complementary-therapies-in-medicine,9652299,12741,
Composite Structures,composite-structures,2638223,2017,
Composites Communications,composites-communications,24522139,18282,
Composites Part A: Applied Science and Manufacturing,composites-part-a-applied-science-and-manufacturing,1359835X,3011,Incorporating Composites and Composites Manufacturing
Composites Part B: Engineering,composites-part-b-engineering,13598368,984,Formerly known as Composites Engineering
Composites Science and Technology,composites-science-and-technology,2663538,2019,Formerly known as Fibre Science and Technology
Comprehensive Psychiatry,comprehensive-psychiatry,0010440X,13295,
Comptes Rendus Biologies,comptes-rendus-biologies,16310691,9026,Formerly known as Comptes Rendus de l'Académie des Sciences - Series III - Sciences de la Vie
Comptes Rendus Chimie,comptes-rendus-chimie,16310748,9025,Formerly known as Comptes Rendus de l'Académie des Sciences - Series IIC - Chemistry
Comptes Rendus Geoscience,comptes-rendus-geoscience,16310713,9023,Formerly part of Comptes Rendus de l'Académie des Sciences - Series IIA - Earth and Planetary Science
Comptes Rendus Mathematique,comptes-rendus-mathematique,1631073X,9022,Formerly known as Comptes Rendus de l'Académie des Sciences - Series I - Mathematics
Comptes Rendus Mecanique,comptes-rendus-mecanique,16310721,9024,Formerly known as Comptes Rendus de l'Académie des Sciences - Series IIB - Mechanics
Comptes Rendus Palevol,comptes-rendus-palevol,16310683,9112,Formerly part of Comptes Rendus de l'Académie des Sciences - Series IIA - Earth and Planetary Science
Comptes Rendus Physique,comptes-rendus-physique,16310705,9070,Formerly known as Comptes Rendus de l'Académie des Sciences - Series IV - Physics-Astrophysics
Computational Biology and Chemistry,computational-biology-and-chemistry,14769271,379,Formerly known as Computers & Chemistry
Computational Condensed Matter,computational-condensed-matter,23522143,17743,
Computational Geometry,computational-geometry,9257721,5258,
Computational Materials Science,computational-materials-science,9270256,5193,
Computational Statistics & Data Analysis,computational-statistics-and-data-analysis,1679473,5364,
Computational and Structural Biotechnology Journal,computational-and-structural-biotechnology-journal,20010370,18077,
Computational and Theoretical Chemistry,computational-and-theoretical-chemistry,2210271X,5164,Formerly known as Journal of Molecular Structure: THEOCHEM
Computational Toxicology,computational-toxicology,24681113,18335,
